"WO","District","LeadTech","Service","Rush","ReqDate","WorkDate","Techs","WtyLbr","WtyParts"," LbrHrs "," PartsCost ","Payment"," Wait ","LbrRate"," LbrCost "," LbrFee "," PartsFee "," TotalCost "," TotalFee ","ReqDay","WorkDay","ROW_NUMBER","FILE_NAME","FILE_DATE"
"A00699","North","Ling","Deliver","Yes","26-Apr-21","18-May-21",1,"","",0.25," 21.33 ","Account"," 22 ",80," 20.00 "," 20.00 "," 21.33 "," 41.33 "," 41.33 ","Mon","Tue",600,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00700","Southwest","Cartier","Repair","","26-Apr-21","19-May-21",2,"","",3.75," 511.16 ","C.O.D."," 23 ",140," 525.00 "," 525.00 "," 511.16 "," 1,036.16 "," 1,036.16 ","Mon","Wed",601,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00701","Northwest","Cartier","Assess","","26-Apr-21","01-Jun-21",1,"","",0.5," 24.41 ","P.O."," 36 ",80," 40.00 "," 40.00 "," 24.41 "," 64.41 "," 64.41 ","Mon","Tue",602,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00702","Northwest","Cartier","Assess","Yes","26-Apr-21","01-Jun-21",2,"","Yes",0.5," 54.18 ","C.O.D."," 36 ",140," 70.00 "," 70.00 "," -   "," 124.18 "," 70.00 ","Mon","Tue",603,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00703","South","Lopez","Deliver","","26-Apr-21","03-Jun-21",1,"","",0.25," 93.60 ","P.O."," 38 ",80," 20.00 "," 20.00 "," 93.60 "," 113.60 "," 113.60 ","Mon","Thu",604,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00704","South","Lopez","Assess","","26-Apr-21","08-Jun-21",1,"","",0.25," 810.30 ","P.O."," 43 ",80," 20.00 "," 20.00 "," 810.30 "," 830.30 "," 830.30 ","Mon","Tue",605,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00705","Southeast","Burton","Assess","","26-Apr-21","09-Jun-21",1,"","",0.5," 91.04 ","Account"," 44 ",80," 40.00 "," 40.00 "," 91.04 "," 131.04 "," 131.04 ","Mon","Wed",606,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00706","Central","Cartier","Deliver","","26-Apr-21","21-Jun-21",1,"","",0.25," 82.79 ","C.O.D."," 56 ",80," 20.00 "," 20.00 "," 82.79 "," 102.79 "," 102.79 ","Mon","Mon",607,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00707","Central","Khan","Install","","26-Apr-21","24-Jun-21",1,"Yes","Yes",3.0," 226.77 ","Warranty"," 59 ",80," 240.00 "," -   "," -   "," 466.77 "," -   ","Mon","Thu",608,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00708","North","Ling","Assess","","26-Apr-21","",2,"","",""," 106.65 ","Account","  ",140," -   "," -   "," 106.65 "," 106.65 "," 106.65 ","Mon","Sat",609,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00709","North","Ling","Assess","","27-Apr-21","03-May-21",2,"","",0.25," 108.93 ","C.O.D."," 6 ",140," 35.00 "," 35.00 "," 108.93 "," 143.93 "," 143.93 ","Tue","Mon",610,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00710","Southeast","Cartier","Replace","","27-Apr-21","05-May-21",1,"","",1.0," 270.06 ","Account"," 8 ",80," 80.00 "," 80.00 "," 270.06 "," 350.06 "," 350.06 ","Tue","Wed",611,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00711","East","Ling","Deliver","","27-Apr-21","17-May-21",2,"","",0.25," 145.90 ","Account"," 20 ",140," 35.00 "," 35.00 "," 145.90 "," 180.90 "," 180.90 ","Tue","Mon",612,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00712","Southeast","Cartier","Assess","","27-Apr-21","17-May-21",1,"","",0.25," 150.36 ","Account"," 20 ",80," 20.00 "," 20.00 "," 150.36 "," 170.36 "," 170.36 ","Tue","Mon",613,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00713","Southwest","Cartier","Deliver","","27-Apr-21","19-May-21",1,"","Yes",0.25," 127.40 ","C.O.D."," 22 ",80," 20.00 "," 20.00 "," -   "," 147.40 "," 20.00 ","Tue","Wed",614,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00714","Northeast","Ling","Assess","","27-Apr-21","01-Jun-21",2,"","",0.25," 142.51 ","Account"," 35 ",140," 35.00 "," 35.00 "," 142.51 "," 177.51 "," 177.51 ","Tue","Tue",615,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00715","East","Ling","Assess","Yes","27-Apr-21","07-Jun-21",1,"","",0.25," 32.00 ","Account"," 41 ",80," 20.00 "," 20.00 "," 32.00 "," 52.00 "," 52.00 ","Tue","Mon",616,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00716","Southeast","Cartier","Assess","","27-Apr-21","16-Jun-21",1,"","",0.25," 61.09 ","C.O.D."," 50 ",80," 20.00 "," 20.00 "," 61.09 "," 81.09 "," 81.09 ","Tue","Wed",617,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00717","North","Ling","Replace","","28-Apr-21","07-May-21",2,"","",1.0," 171.26 ","Account"," 9 ",140," 140.00 "," 140.00 "," 171.26 "," 311.26 "," 311.26 ","Wed","Fri",618,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00718","Northwest","Cartier","Repair","","28-Apr-21","06-May-21",1,"","",1.75," 92.75 ","Account"," 8 ",80," 140.00 "," 140.00 "," 92.75 "," 232.75 "," 232.75 ","Wed","Thu",619,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00719","East","Ling","Replace","","28-Apr-21","20-May-21",2,"","",0.5," 174.76 ","Account"," 22 ",140," 70.00 "," 70.00 "," 174.76 "," 244.76 "," 244.76 ","Wed","Thu",620,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00720","Southwest","Khan","Assess","","28-Apr-21","24-May-21",1,"","",0.25," 33.57 ","C.O.D."," 26 ",80," 20.00 "," 20.00 "," 33.57 "," 53.57 "," 53.57 ","Wed","Mon",621,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00721","Southeast","Burton","Deliver","","28-Apr-21","10-Jun-21",1,"Yes","Yes",0.25," 222.34 ","Warranty"," 43 ",80," 20.00 "," -   "," -   "," 242.34 "," -   ","Wed","Thu",622,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00722","Central","Burton","Replace","","29-Apr-21","13-May-21",1,"","",1.25," 153.94 ","C.O.D."," 14 ",80," 100.00 "," 100.00 "," 153.94 "," 253.94 "," 253.94 ","Thu","Thu",623,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00723","Northwest","Khan","Assess","","29-Apr-21","12-May-21",1,"","",0.75," 30.00 ","C.O.D."," 13 ",80," 60.00 "," 60.00 "," 30.00 "," 90.00 "," 90.00 ","Thu","Wed",624,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00724","North","Ling","Deliver","","29-Apr-21","13-May-21",1,"","",0.25," 19.00 ","Account"," 14 ",80," 20.00 "," 20.00 "," 19.00 "," 39.00 "," 39.00 ","Thu","Thu",625,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00725","Southeast","Cartier","Assess","","29-Apr-21","17-May-21",1,"","",0.25," 75.18 ","Account"," 18 ",80," 20.00 "," 20.00 "," 75.18 "," 95.18 "," 95.18 ","Thu","Mon",626,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00726","South","Lopez","Assess","","29-Apr-21","07-Jun-21",1,"","",0.75," 1,180.16 ","Account"," 39 ",80," 60.00 "," 60.00 "," 1,180.16 "," 1,240.16 "," 1,240.16 ","Thu","Mon",627,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00727","Central","Cartier","Repair","","29-Apr-21","03-Jun-21",2,"","Yes",2.0," 125.78 ","C.O.D."," 35 ",140," 280.00 "," 280.00 "," -   "," 405.78 "," 280.00 ","Thu","Thu",628,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00728","North","Ling","Deliver","","29-Apr-21","09-Jun-21",1,"","",0.25," 75.08 ","Account"," 41 ",80," 20.00 "," 20.00 "," 75.08 "," 95.08 "," 95.08 ","Thu","Wed",629,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00729","Northeast","Ling","Replace","","29-Apr-21","25-Jun-21",2,"","",0.5," 103.18 ","C.O.D."," 57 ",140," 70.00 "," 70.00 "," 103.18 "," 173.18 "," 173.18 ","Thu","Fri",630,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00730","Northwest","Khan","Assess","","29-Apr-21","",2,"","",""," 591.75 ","Account","  ",140," -   "," -   "," 591.75 "," 591.75 "," 591.75 ","Thu","Sat",631,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00731","Southeast","Khan","Assess","","03-May-21","14-May-21",1,"","",0.25," 25.71 ","C.O.D."," 11 ",80," 20.00 "," 20.00 "," 25.71 "," 45.71 "," 45.71 ","Mon","Fri",632,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00732","North","Ling","Deliver","","03-May-21","13-May-21",1,"","",0.25," 36.75 ","Account"," 10 ",80," 20.00 "," 20.00 "," 36.75 "," 56.75 "," 56.75 ","Mon","Thu",633,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00733","Central","Khan","Deliver","","03-May-21","13-May-21",1,"","",0.25," 128.68 ","C.O.D."," 10 ",80," 20.00 "," 20.00 "," 128.68 "," 148.68 "," 148.68 ","Mon","Thu",634,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00734","Southeast","Khan","Assess","","03-May-21","13-May-21",1,"","",1.25," 240.55 ","Account"," 10 ",80," 100.00 "," 100.00 "," 240.55 "," 340.55 "," 340.55 ","Mon","Thu",635,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00735","Northwest","Burton","Assess","","03-May-21","13-May-21",2,"","",0.5," 357.98 ","C.O.D."," 10 ",140," 70.00 "," 70.00 "," 357.98 "," 427.98 "," 427.98 ","Mon","Thu",636,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00736","Central","Khan","Replace","","03-May-21","18-May-21",1,"","",0.5," 6.40 ","C.O.D."," 15 ",80," 40.00 "," 40.00 "," 6.40 "," 46.40 "," 46.40 ","Mon","Tue",637,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00737","Southeast","Burton","Replace","","03-May-21","19-May-21",2,"Yes","Yes",1.0," 182.08 ","Warranty"," 16 ",140," 140.00 "," -   "," -   "," 322.08 "," -   ","Mon","Wed",638,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00738","North","Ling","Deliver","","03-May-21","18-May-21",2,"","",0.25," 149.24 ","Account"," 15 ",140," 35.00 "," 35.00 "," 149.24 "," 184.24 "," 184.24 ","Mon","Tue",639,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00739","Northeast","Ling","Assess","","03-May-21","20-May-21",2,"","",0.25," 26.59 ","Credit"," 17 ",140," 35.00 "," 35.00 "," 26.59 "," 61.59 "," 61.59 ","Mon","Thu",640,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00740","West","Khan","Replace","","03-May-21","02-Jun-21",1,"","",0.5," 29.73 ","Account"," 30 ",80," 40.00 "," 40.00 "," 29.73 "," 69.73 "," 69.73 ","Mon","Wed",641,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00741","North","Ling","Deliver","","03-May-21","07-Jun-21",1,"","",0.25," 21.33 ","Account"," 35 ",80," 20.00 "," 20.00 "," 21.33 "," 41.33 "," 41.33 ","Mon","Mon",642,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00742","East","Ling","Deliver","","03-May-21","14-Jun-21",1,"","",0.25," 64.17 ","Account"," 42 ",80," 20.00 "," 20.00 "," 64.17 "," 84.17 "," 84.17 ","Mon","Mon",643,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00743","West","Khan","Deliver","","03-May-21","21-Jun-21",1,"","",0.25," 70.82 ","P.O."," 49 ",80," 20.00 "," 20.00 "," 70.82 "," 90.82 "," 90.82 ","Mon","Mon",644,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00744","Southwest","Burton","Replace","","03-May-21","12-Jul-21",1,"","",2.5," 271.91 ","C.O.D."," 70 ",80," 200.00 "," 200.00 "," 271.91 "," 471.91 "," 471.91 ","Mon","Mon",645,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00745","Central","Khan","Assess","","04-May-21","13-May-21",1,"","",0.75," 146.20 ","C.O.D."," 9 ",80," 60.00 "," 60.00 "," 146.20 "," 206.20 "," 206.20 ","Tue","Thu",646,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00746","Central","Khan","Replace","","04-May-21","20-May-21",1,"","",0.5," 150.00 ","Account"," 16 ",80," 40.00 "," 40.00 "," 150.00 "," 190.00 "," 190.00 ","Tue","Thu",647,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00747","Central","Cartier","Deliver","","04-May-21","03-Jun-21",1,"","",0.25," 140.50 ","C.O.D."," 30 ",80," 20.00 "," 20.00 "," 140.50 "," 160.50 "," 160.50 ","Tue","Thu",648,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00748","South","Lopez","Deliver","","04-May-21","10-Jun-21",1,"","",0.25," 39.00 ","Account"," 37 ",80," 20.00 "," 20.00 "," 39.00 "," 59.00 "," 59.00 ","Tue","Thu",649,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00749","North","Khan","Repair","","04-May-21","12-Jul-21",2,"","",2.25," 716.99 ","C.O.D."," 69 ",140," 315.00 "," 315.00 "," 716.99 "," 1,031.99 "," 1,031.99 ","Tue","Mon",650,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00750","Northeast","Ling","Deliver","","04-May-21","",1,"","",""," 118.90 ","Account","  ",80," -   "," -   "," 118.90 "," 118.90 "," 118.90 ","Tue","Sat",651,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00751","South","Burton","Assess","","05-May-21","17-May-21",2,"","Yes",0.25," 24.00 ","C.O.D."," 12 ",140," 35.00 "," 35.00 "," -   "," 59.00 "," 35.00 ","Wed","Mon",652,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00752","Southeast","Cartier","Assess","","05-May-21","17-May-21",1,"","",0.25," 28.04 ","Account"," 12 ",80," 20.00 "," 20.00 "," 28.04 "," 48.04 "," 48.04 ","Wed","Mon",653,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00753","South","Burton","Assess","","05-May-21","17-May-21",2,"","",0.5," 291.11 ","C.O.D."," 12 ",140," 70.00 "," 70.00 "," 291.11 "," 361.11 "," 361.11 ","Wed","Mon",654,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00754","Northeast","Ling","Assess","","05-May-21","24-May-21",2,"","",0.25," 36.34 ","Account"," 19 ",140," 35.00 "," 35.00 "," 36.34 "," 71.34 "," 71.34 ","Wed","Mon",655,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00755","Central","Burton","Repair","","05-May-21","27-May-21",1,"","",1.0," 26.84 ","C.O.D."," 22 ",80," 80.00 "," 80.00 "," 26.84 "," 106.84 "," 106.84 ","Wed","Thu",656,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00756","Central","Khan","Deliver","","06-May-21","20-May-21",1,"","",0.25," 56.11 ","Account"," 14 ",80," 20.00 "," 20.00 "," 56.11 "," 76.11 "," 76.11 ","Thu","Thu",657,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00757","North","Ling","Replace","","06-May-21","19-May-21",2,"","",0.5," 205.53 ","Account"," 13 ",140," 70.00 "," 70.00 "," 205.53 "," 275.53 "," 275.53 ","Thu","Wed",658,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00758","Northwest","Cartier","Repair","","06-May-21","26-May-21",1,"","",1.0," 77.81 ","C.O.D."," 20 ",80," 80.00 "," 80.00 "," 77.81 "," 157.81 "," 157.81 ","Thu","Wed",659,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00759","Southeast","Cartier","Replace","","06-May-21","27-May-21",1,"","",0.5," 205.07 ","C.O.D."," 21 ",80," 40.00 "," 40.00 "," 205.07 "," 245.07 "," 245.07 ","Thu","Thu",660,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00760","Southeast","Cartier","Repair","","07-May-21","20-Jul-21",1,"","",1.25," 30.00 ","C.O.D."," 74 ",80," 100.00 "," 100.00 "," 30.00 "," 130.00 "," 130.00 ","Fri","Tue",661,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00761","South","Lopez","Assess","","10-May-21","19-May-21",1,"","",0.5," 92.59 ","P.O."," 9 ",80," 40.00 "," 40.00 "," 92.59 "," 132.59 "," 132.59 ","Mon","Wed",662,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00762","North","Ling","Assess","","10-May-21","31-May-21",1,"","",0.25," 58.24 ","Account"," 21 ",80," 20.00 "," 20.00 "," 58.24 "," 78.24 "," 78.24 ","Mon","Mon",663,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00763","Northwest","Burton","Replace","Yes","10-May-21","05-Jun-21",2,"","",0.5," 69.66 ","P.O."," 26 ",140," 70.00 "," 70.00 "," 69.66 "," 139.66 "," 139.66 ","Mon","Sat",664,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00764","Central","Cartier","Install","Yes","10-May-21","02-Jun-21",2,"","",1.0," 51.88 ","C.O.D."," 23 ",140," 140.00 "," 140.00 "," 51.88 "," 191.88 "," 191.88 ","Mon","Wed",665,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00765","Southwest","Cartier","Assess","","10-May-21","10-Jun-21",2,"","",0.5," 103.18 ","C.O.D."," 31 ",140," 70.00 "," 70.00 "," 103.18 "," 173.18 "," 173.18 ","Mon","Thu",666,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00766","North","Ling","Assess","","10-May-21","10-Jun-21",2,"","",0.25," 122.63 ","C.O.D."," 31 ",140," 35.00 "," 35.00 "," 122.63 "," 157.63 "," 157.63 ","Mon","Thu",667,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00767","Southeast","Cartier","Assess","","10-May-21","14-Jun-21",1,"","",0.25," 73.81 ","C.O.D."," 35 ",80," 20.00 "," 20.00 "," 73.81 "," 93.81 "," 93.81 ","Mon","Mon",668,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00768","Northwest","Burton","Deliver","","11-May-21","24-May-21",2,"","",0.25," 479.36 ","Account"," 13 ",140," 35.00 "," 35.00 "," 479.36 "," 514.36 "," 514.36 ","Tue","Mon",669,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00769","West","Khan","Assess","","11-May-21","02-Jun-21",1,"","",0.25," 180.00 ","P.O."," 22 ",80," 20.00 "," 20.00 "," 180.00 "," 200.00 "," 200.00 ","Tue","Wed",670,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00770","Central","Cartier","Replace","Yes","11-May-21","22-Jul-21",1,"","",1.0," 117.45 ","Account"," 72 ",80," 80.00 "," 80.00 "," 117.45 "," 197.45 "," 197.45 ","Tue","Thu",671,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00771","West","Khan","Assess","","12-May-21","02-Jun-21",1,"","",0.25," 240.28 ","P.O."," 21 ",80," 20.00 "," 20.00 "," 240.28 "," 260.28 "," 260.28 ","Wed","Wed",672,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00772","Southwest","Khan","Replace","","12-May-21","16-Jun-21",2,"","",0.5," 176.31 ","C.O.D."," 35 ",140," 70.00 "," 70.00 "," 176.31 "," 246.31 "," 246.31 ","Wed","Wed",673,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00773","Central","Cartier","Assess","","12-May-21","23-Jun-21",1,"","",0.5," 280.00 ","Account"," 42 ",80," 40.00 "," 40.00 "," 280.00 "," 320.00 "," 320.00 ","Wed","Wed",674,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00774","Central","Khan","Repair","","12-May-21","20-Jul-21",2,"","",2.0," 345.73 ","C.O.D."," 69 ",140," 280.00 "," 280.00 "," 345.73 "," 625.73 "," 625.73 ","Wed","Tue",675,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00775","North","Ling","Replace","","13-May-21","31-May-21",2,"","",1.0," 158.29 ","Account"," 18 ",140," 140.00 "," 140.00 "," 158.29 "," 298.29 "," 298.29 ","Thu","Mon",676,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00776","Northwest","Cartier","Replace","","13-May-21","01-Jun-21",1,"","",0.5," 14.42 ","Account"," 19 ",80," 40.00 "," 40.00 "," 14.42 "," 54.42 "," 54.42 ","Thu","Tue",677,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00777","South","Lopez","Replace","","13-May-21","08-Jun-21",1,"","",0.75," 62.97 ","Account"," 26 ",80," 60.00 "," 60.00 "," 62.97 "," 122.97 "," 122.97 ","Thu","Tue",678,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00778","North","Ling","Assess","","13-May-21","08-Jun-21",2,"","",0.25," 63.44 ","Account"," 26 ",140," 35.00 "," 35.00 "," 63.44 "," 98.44 "," 98.44 ","Thu","Tue",679,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00779","Central","Cartier","Replace","","13-May-21","16-Jun-21",1,"","",0.5," 30.00 ","C.O.D."," 34 ",80," 40.00 "," 40.00 "," 30.00 "," 70.00 "," 70.00 ","Thu","Wed",680,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00780","Northeast","Ling","Replace","","13-May-21","17-Jun-21",1,"","",0.5," 496.00 ","Account"," 35 ",80," 40.00 "," 40.00 "," 496.00 "," 536.00 "," 536.00 ","Thu","Thu",681,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00781","Northwest","Cartier","Replace","Yes","13-May-21","",1,"","Yes",""," 126.81 ","C.O.D.","  ",80," -   "," -   "," -   "," 126.81 "," -   ","Thu","Sat",682,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00782","West","Khan","Install","","13-May-21","",2,"","",""," 144.00 ","C.O.D.","  ",140," -   "," -   "," 144.00 "," 144.00 "," 144.00 ","Thu","Sat",683,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00783","East","Ling","Replace","","15-May-21","07-Jun-21",2,"","Yes",0.5," 494.93 ","C.O.D."," 23 ",140," 70.00 "," 70.00 "," -   "," 564.93 "," 70.00 ","Sat","Mon",684,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00784","North","Ling","Assess","","15-May-21","08-Jun-21",2,"","",0.25," 30.05 ","C.O.D."," 24 ",140," 35.00 "," 35.00 "," 30.05 "," 65.05 "," 65.05 ","Sat","Tue",685,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00785","Southeast","Burton","Assess","Yes","17-May-21","25-May-21",1,"","",0.25," 147.64 ","Account"," 8 ",80," 20.00 "," 20.00 "," 147.64 "," 167.64 "," 167.64 ","Mon","Tue",686,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00786","North","Ling","Replace","","17-May-21","28-May-21",2,"","",0.5," 37.44 ","C.O.D."," 11 ",140," 70.00 "," 70.00 "," 37.44 "," 107.44 "," 107.44 ","Mon","Fri",687,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00787","Northeast","Ling","Assess","","17-May-21","02-Jun-21",2,"","",0.5," 288.00 ","Account"," 16 ",140," 70.00 "," 70.00 "," 288.00 "," 358.00 "," 358.00 ","Mon","Wed",688,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00788","Northwest","Cartier","Assess","","17-May-21","02-Jun-21",2,"","",1.0," 150.00 ","C.O.D."," 16 ",140," 140.00 "," 140.00 "," 150.00 "," 290.00 "," 290.00 ","Mon","Wed",689,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00789","North","Ling","Deliver","","17-May-21","08-Jun-21",1,"","",0.25," 42.66 ","Account"," 22 ",80," 20.00 "," 20.00 "," 42.66 "," 62.66 "," 62.66 ","Mon","Tue",690,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00790","North","Ling","Assess","","17-May-21","08-Jun-21",1,"","",0.25," 287.25 ","Account"," 22 ",80," 20.00 "," 20.00 "," 287.25 "," 307.25 "," 307.25 ","Mon","Tue",691,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00791","West","Cartier","Deliver","","17-May-21","11-Jun-21",2,"","",0.25," 147.40 ","C.O.D."," 25 ",140," 35.00 "," 35.00 "," 147.40 "," 182.40 "," 182.40 ","Mon","Fri",692,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00792","North","Ling","Deliver","","17-May-21","19-Jun-21",1,"","",0.25," 59.24 ","C.O.D."," 33 ",80," 20.00 "," 20.00 "," 59.24 "," 79.24 "," 79.24 ","Mon","Sat",693,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
